LogID,Symptom,Issue,Resolution
115278,Version # (if applicable):35680 IsScrapBin (please indicate for FSA issue): Report/UI: AVT SR is not matching with SS total per BOM which impact actual backlog follow sspec/bom. Item(s)/ItemGroup(s)/Location(s): MP Loading Problem Description:,,"SiteResponse is not meeting SiteSplit per bom because sitesplit# is not bin split feasible. There is Bin Split for B8  7% across horizon but however sitesplit  0, R3H0 and R3GY, there, we will have a small amount of siteresponse for this bom that will eat up the capacity. We don't see this problem last cycle as there are some sitesplit for R3H0 to consume the bin out."
115283,Version # (if applicable): 35661 IsScrapBin (please indicate for FSA issue): Report/UI: Resource Requirement Summary Report Item(s)/ItemGroup(s)/Location(s): Problem Description: The tool requirement for product common name: TGL ET H81 with operation:BURNIN is not shown in both HXVab and HMVbb resource. Please help to check on this.,The tool requirement for product common name: TGL ET H81 with operation:BURNIN is not shown in both HXVab and HMVbb resource. Please help to check on this.," 1. You have mapped BurnIn in both HXV and HMV VGG, solver consider both of them can support, so the operational tool req generated by solver is on both of them. 2. Conversion group only exist for HXV, which means solver will generate conversion group rounded req as well for all operations, but for HMV, the BurnIn tool req is not included in the rounded req. 3. Report will only show HXV since HMV conversion group only cover Test operations. If user does not want to use HMV for BI, you may either update EUPH to 9999999 or exclude it from HMV VGG."
115290,"Version # (if applicable): 35683 IsScrapBin (please indicate for FSA issue): Report/UI: Limiter Chart VGG Report Item(s)/ItemGroup(s)/Location(s): Problem Description: The PC for ARL S8161 FF in WW40 is 23.721ku. based on manual calculation with the same RR, the max CC is 23.545ku. Please help to check how to get the 23.721ku.","The PC for ARL S8161 FF in WW40 is 23.721ku. based on manual calculation with the same RR, the max CC is 23.545ku. Please help to check how to get the 23.721ku."," TDI inventory user put in 0.258, but can only save with 0.26, which caused the gap."
115312,"Version # (if applicable): 35408 IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: IE made the TDI change in Vanguard in Sep, during SepSDA, however, somehow it also reflected to current TDI structure in AugSDA version. Supposedly when user made the change in Vanguard and CIP, it only reflect the newest and latest C2C version and not impact to the old version. Please help us to check","IE made the TDI change in Vanguard in Sep, during SepSDA, however, somehow it also reflected to current TDI structure in AugSDA version. Supposedly when user made the change in Vanguard and CIP, it only reflect the newest and latest C2C version and not impact to the old version. Please help us to check","  TDI Description is master data and not versioned, that's mean any change on this name will reflect in any version. User will discuss with IE CR team."
115318,Version # (if applicable): 35700 IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: VGGPC solve failed,VGGPC solve failed, Frozen horizon operation volume cannot be handled well for LNL. updated yield in frozen horizon to let solver run. Teach team will need a permanent solution.
115325,"Version # (if applicable): Data staging IsScrapBin (please indicate for FSA issue): All the TPT (Assy TPT, Test TPT, finish TPT) become zero. Need help to check why the is zero. Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description:",," TPT from Vanguard is 0 for PVC product hence after the load we see 0 TPT is DS Capacity group location Parameters UI, after the publish from Solver to Data Staging now the TPT value is updated to 1 in DS. Please refer the attachment. User confirm to close the pool."
115333,"Version # (if applicable): Data Staging IsScrapBin (please indicate for FSA issue): Report/UI: Capacity ResourceConfig Parameters Item(s)/ItemGroup(s)/Location(s): ResourceName: CTTa Problem Description: There's two TDIId (11580 and 14464) shown under ResourceName:CTTa in ATMPS:Capacity ResourceConfig Parameters UI, somehow only 1 TDI (14464) appear in Vanduard: Tool Dedication Input UI. Please help to check on this.","There's two TDIId (11580 and 14464) shown under ResourceName:CTTa in ATMPS:Capacity ResourceConfig Parameters UI, somehow only 1 TDI (14464) appear in Vanduard: Tool Dedication Input UI. Please help to check on this.","After  with Vanguard Team, there was some dirty data in TDI which caused the UI not showing up. Data correction has been done at Vanguard level. After repull, data shown correctly with two TDIs. User confirmed for pool closure."
115339,Version # (if applicable): 35703 IsScrapBin (please indicate for FSA issue): Report/UI: TDI Requirement Summary Report Item(s)/ItemGroup(s)/Location(s): EMR SP MCC Problem Description: Solver is still loading PPVM sampling req when Operation volume is 0 as set up in Capacity Group Operation parameters,Solver is still loading PPVM sampling req when Operation volume is 0 as set up in Capacity Group Operation parameters,"There are 2 vg items under same operation volume group, when one of the vg items are totally unqual from ww40, the whole linkage already broken for that operation volume group in EC solve, which solver cannot handle this case for now. We will put a fix into our code to handle this case in next release."
115358,Version # (if applicable): 35700 IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: Version runs endlessly. (VGGPC),Version runs endlessly. (VGGPC),  Solve has been completed after turning on OperationVolumeHeuristic_Flag.
115380,Version # (if applicable): Data Staging IsScrapBin (please indicate for FSA issue): Report/UI: Data Fallout Capacity Report Item(s)/ItemGroup(s)/Location(s): KM5 Problem Description: The report still showing fallout for VG item that is no longer active such as GNR-AP UCC as per attached screenshot under category: VGG Missing VG Item Setup for Conversion Group Mapping.,The report still showing fallout for VG item that is no longer active such as GNR-AP UCC as per attached screenshot under category: VGG Missing VG Item Setup for Conversion Group Mapping.,".  Hi Alicia Xiao Lee, We are done some cleanup for the old VG Items. Now Data Fallout Capacity Report UI ,no longer show the Inactive VG Items. Thanks, Thiru."
115382,Version # (if applicable): Data staging IsScrapBin (please indicate for FSA issue): SPR XCC (Split solder)_CSE missing in the data staging.. Need help to check Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description:,," The SPR XCC VG Items already expired. New VG Item loaded in, user will use new VG to do the mapping."
115383,Version # (if applicable): Data Staging IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: CML S62 all PSI Cap group information missing . All TDI related mapping disappeared .,CML S62 all PSI Cap group information missing . All TDI related mapping disappeared ., RC: the vg mapped to this vanguard group (CML S62) is already expired. Fix: IE will follow with ATMBO. User agrees to close the ticket.
115385,Version # (if applicable): Data Staging IsScrapBin (please indicate for FSA issue): Report/UI: PSI Cap Group Mapping Item(s)/ItemGroup(s)/Location(s): KM5 Problem Description: The PSICapGroup is empty for PSIG : SPC_ASIC_Mount MORGAN_800G-64GB. Somehow this value is exist in Vanguard UI. Please help to check on this,The PSICapGroup is empty for PSIG : SPC_ASIC_Mount MORGAN_800G-64GB. Somehow this value is exist in Vanguard UI. Please help to check on this, Root Cause - this PSIG/SupportItem not coming from EMS. Support Item Source is from Vanguard. Currently we only load the data from EMS
115386,"Version # (if applicable): V35730 IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: Oct SDA Data Prep Version , Frozen Horizon UI , can't find MTL H682 to adjust Buffer time .","Oct SDA Data Prep Version , Frozen Horizon UI , can't find MTL H682 to adjust Buffer time ."," RC: The MTL H682 C5 & MTL H682 VG items already expired therefore, cannot find in the Frozen Horizon UI Fix: TD fix mapping, user agrees to close the ticket"
115400,"Version # (if applicable): Data Staging IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): KM5 Problem Description: Observed that ConversionGroupname for ""HMV: SPR HBM"" has been duplicated with STHg and HMVb ResourceGroupname. Then, checked through conversion group mapping UI, STHg ResouceGroupName has not been setup for the mentioned conversion groupname. Please help to check on the duplication issue. This is the similar issue happened in the past, refer to POOL 115160.","Observed that ConversionGroupname for ""HMV: SPR HBM"" has been duplicated with STHg and HMVb ResourceGroupname. Then, checked through conversion group mapping UI, STHg ResouceGroupName has not been setup for the mentioned conversion groupname. Please help to check on the duplication issue. This is the similar issue happened in the past, refer to POOL 115160.", Data correction done for old ConversionGroup - L2 Resource mapping. Duplicate data has been removed after this.
115402,Version # (if applicable): V35739 IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: Generate VGG data encountered exception warning,Generate VGG data encountered exception warning," The error is from Status button, but the Generate VGG is working fine We will create a story to fix to error"
115403,Version # (if applicable): 35743 IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): KM5 Problem Description: VGG run solve failed for this V35743. Please help to check on this.,VGG run solve failed for this V35743. Please help to check on this.," In ww26 HMVbb only have 30 tools (or cell pairs/columns based on your setup). But total minallocation already hit 34 tools. You may check across horizon on this tool and reduce some minallocation. after user fix data, solve completed."
115405,"Version # (if applicable): Data staging IsScrapBin (please indicate for FSA issue): Missing ItemName : Server,PSG,FPK 810,FINISH ONLY,810,1GEW,3695,FC-BGA17P,56x45,Falcon Park 810 - F3695B,REV::240477 in all the L2 VGG.. Capacity Group Mapping (VGG) UI.. Need help to check Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description:",," The Vanguard Item Server,PSG,FPK 810,FINISH ONLY,810,1GEW,3695,FC-BGA17P,56x45,Falcon Park 810 - F3695B,REV::240477 not mapped to any request Item."
115417,Version # (if applicable): 35731 IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: VGGPC solved fail. still need this version to test conversion group for ADL N/Twin lake even OctSDA comes,VGGPC solved fail. still need this version to test conversion group for ADL N/Twin lake even OctSDA comes,"This old version is not able to use any more, because of trade ratio zero issue which is caused by DLCP group missing. But yesterday we confirmed DS DLCP group already looks good, so it should be good in the latest C2C versions."
115418,"Version # (if applicable): V35762 IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: Missing ""MPS Monitor "" for ARL S and ARL U , capacity group operation parameter UI","Missing ""MPS Monitor "" for ARL S and ARL U , capacity group operation parameter UI"," - BL: Mengying, Chee Haw, Understand that we have new monitoring operation Test_MPS_Monitor. We have to maintain this data in our database so that it can be considered as monitor operation. Pls advise whatâ€™s the OperationVolumeName that we should use (CS Monitor?) and whatâ€™s the main operation name? Test_MPS? Also, once we update this data, you have to CIP then c2c a new version if you want this to be considered. This would be an enhancement item. User will provide us the main operation and pairing operation to be insert into Operation volume mapping table OperationVolumeName  CS MONITOR Main Operation Name  TEST_MPS Pairing Operation Name  TEST_MPS_MONITOR Updated to mapping table"
